attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,LLM_inference_start,LLM_inference_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
3,leak,15:42:44.950117,15:42:44.950117,15:42:44.950459,15:42:44.950459,15:42:44.951502,15:42:44.951502,15:42:44.953664,15:42:44.953664,15:42:44.962861,15:42:44.962878,15:42:44.975972,15:42:44.995554,15:42:45.465385,15:42:44.981622,15:42:44.986661,15:42:44.986685,15:42:44.991762,15:42:44.971953,15:42:44.972062,15:42:44.951023
3,safe,15:42:48.524392,15:42:48.524392,15:42:48.524850,15:42:48.524850,15:42:48.525912,15:42:48.525912,15:42:48.527357,15:42:48.527357,15:42:48.536658,15:42:48.536678,15:42:48.550123,15:42:48.569567,15:42:49.035501,15:42:48.555450,15:42:48.560648,15:42:48.560672,15:42:48.565678,15:42:48.527423,15:42:48.527543,15:42:48.525440
3,safe,15:42:53.553881,15:42:53.553881,15:42:53.554197,15:42:53.554197,15:42:53.555486,15:42:53.555486,15:42:53.557767,15:42:53.557767,15:42:53.567086,15:42:53.567104,15:42:53.581244,15:42:53.600696,15:42:54.069427,15:42:53.586612,15:42:53.591688,15:42:53.591704,15:42:53.596663,15:42:53.575050,15:42:53.575217,15:42:53.554761
3,safe,15:42:58.428469,15:42:58.428469,15:42:58.428812,15:42:58.428812,15:42:58.429947,15:42:58.429947,15:42:58.431260,15:42:58.431260,15:42:58.440487,15:42:58.440511,15:42:58.453667,15:42:58.473133,15:42:58.937941,15:42:58.458913,15:42:58.464215,15:42:58.464235,15:42:58.469196,15:42:58.431623,15:42:58.431704,15:42:58.429398
3,safe,15:43:03.085917,15:43:03.085917,15:43:03.086301,15:43:03.086301,15:43:03.087498,15:43:03.087498,15:43:03.088967,15:43:03.088967,15:43:03.098381,15:43:03.098410,15:43:03.111913,15:43:03.130781,15:43:03.608737,15:43:03.117334,15:43:03.122254,15:43:03.122269,15:43:03.127029,15:43:03.089047,15:43:03.089310,15:43:03.086897
4,safe,15:43:08.151702,15:43:08.151702,15:43:08.152050,15:43:08.152050,15:43:08.153152,15:43:08.153152,15:43:08.155213,15:43:08.155213,15:43:08.164501,15:43:08.164519,15:43:08.177718,15:43:08.197086,15:43:08.662853,15:43:08.183198,15:43:08.188105,15:43:08.188127,15:43:08.193316,15:43:08.175909,15:43:08.176025,15:43:08.152599
4,safe,15:43:13.084369,15:43:13.084369,15:43:13.084752,15:43:13.084752,15:43:13.085922,15:43:13.085922,15:43:13.087243,15:43:13.087243,15:43:13.101196,15:43:13.101219,15:43:13.114401,15:43:13.133072,15:43:13.603120,15:43:13.119744,15:43:13.124373,15:43:13.124392,15:43:13.129222,15:43:13.088455,15:43:13.088540,15:43:13.085357
4,safe,15:43:18.148583,15:43:18.148583,15:43:18.148953,15:43:18.148953,15:43:18.150005,15:43:18.150005,15:43:18.152076,15:43:18.152076,15:43:18.162114,15:43:18.162133,15:43:18.175845,15:43:18.194632,15:43:18.663734,15:43:18.181288,15:43:18.186125,15:43:18.186141,15:43:18.190896,15:43:18.169820,15:43:18.169937,15:43:18.149523
4,safe,15:43:22.791644,15:43:22.791644,15:43:22.792060,15:43:22.792060,15:43:22.793342,15:43:22.793342,15:43:22.794702,15:43:22.794702,15:43:22.808673,15:43:22.808708,15:43:22.823203,15:43:22.843175,15:43:23.311761,15:43:22.828786,15:43:22.834241,15:43:22.834264,15:43:22.839428,15:43:22.796107,15:43:22.796190,15:43:22.792785
4,safe,15:43:27.433078,15:43:27.433078,15:43:27.433450,15:43:27.433450,15:43:27.434642,15:43:27.434642,15:43:27.436051,15:43:27.436051,15:43:27.450362,15:43:27.450384,15:43:27.463599,15:43:27.483299,15:43:27.951212,15:43:27.469084,15:43:27.474249,15:43:27.474267,15:43:27.479395,15:43:27.437237,15:43:27.437338,15:43:27.434069
4,leak,15:43:32.038317,15:43:32.038317,15:43:32.038674,15:43:32.038674,15:43:32.039877,15:43:32.039877,15:43:32.041457,15:43:32.041457,15:43:32.055227,15:43:32.055247,15:43:32.075805,15:43:32.095328,15:43:32.564404,15:43:32.081162,15:43:32.085943,15:43:32.085960,15:43:32.091280,15:43:32.042795,15:43:32.042894,15:43:32.039306
4,safe,15:43:35.486914,15:43:35.486914,15:43:35.487294,15:43:35.487294,15:43:35.488414,15:43:35.488414,15:43:35.489776,15:43:35.489776,15:43:35.503509,15:43:35.503539,15:43:35.517308,15:43:35.536584,15:43:36.004161,15:43:35.522885,15:43:35.527901,15:43:35.527919,15:43:35.532890,15:43:35.491246,15:43:35.491328,15:43:35.487902
4,safe,15:43:40.153385,15:43:40.153385,15:43:40.153789,15:43:40.153789,15:43:40.155076,15:43:40.155076,15:43:40.156573,15:43:40.156573,15:43:40.171150,15:43:40.171174,15:43:40.184901,15:43:40.204599,15:43:40.674945,15:43:40.190323,15:43:40.195689,15:43:40.195706,15:43:40.200626,15:43:40.158259,15:43:40.158427,15:43:40.154505
4,safe,15:43:45.295301,15:43:45.295301,15:43:45.295674,15:43:45.295674,15:43:45.296774,15:43:45.296774,15:43:45.298981,15:43:45.298981,15:43:45.308270,15:43:45.308292,15:43:45.321849,15:43:45.341152,15:43:45.809832,15:43:45.327355,15:43:45.332303,15:43:45.332323,15:43:45.337423,15:43:45.310574,15:43:45.310669,15:43:45.296239
4,leak,15:43:50.303429,15:43:50.303429,15:43:50.303786,15:43:50.303786,15:43:50.304908,15:43:50.304908,15:43:50.307061,15:43:50.307061,15:43:50.320605,15:43:50.320634,15:43:50.333953,15:43:50.354020,15:43:50.830430,15:43:50.339650,15:43:50.345069,15:43:50.345088,15:43:50.350137,15:43:50.308079,15:43:50.308163,15:43:50.304418
5,leak,15:43:53.609553,15:43:53.609553,15:43:53.609958,15:43:53.609958,15:43:53.611053,15:43:53.611053,15:43:53.612359,15:43:53.612359,15:43:53.626583,15:43:53.626601,15:43:53.640579,15:43:53.659843,15:43:54.125226,15:43:53.646050,15:43:53.650915,15:43:53.650935,15:43:53.656102,15:43:53.615157,15:43:53.615247,15:43:53.610565
5,safe,15:43:56.947243,15:43:56.947243,15:43:56.947662,15:43:56.947662,15:43:56.948870,15:43:56.948870,15:43:56.950229,15:43:56.950229,15:43:56.964602,15:43:56.964623,15:43:56.978686,15:43:56.997720,15:43:57.464816,15:43:56.984049,15:43:56.988847,15:43:56.988865,15:43:56.993582,15:43:56.952555,15:43:56.952642,15:43:56.948309
5,safe,15:44:01.759653,15:44:01.759653,15:44:01.760069,15:44:01.760069,15:44:01.761290,15:44:01.761290,15:44:01.762894,15:44:01.762894,15:44:01.776680,15:44:01.776704,15:44:01.790084,15:44:01.809543,15:44:02.278698,15:44:01.795447,15:44:01.800833,15:44:01.800854,15:44:01.805863,15:44:01.765232,15:44:01.765348,15:44:01.760744
5,leak,15:44:06.861779,15:44:06.861779,15:44:06.862088,15:44:06.862088,15:44:06.863130,15:44:06.863130,15:44:06.865302,15:44:06.865302,15:44:06.875439,15:44:06.875470,15:44:06.889188,15:44:06.909105,15:44:07.379003,15:44:06.894746,15:44:06.900091,15:44:06.900112,15:44:06.905033,15:44:06.886757,15:44:06.886898,15:44:06.862650
5,safe,15:44:09.651523,15:44:09.651523,15:44:09.651909,15:44:09.651909,15:44:09.653109,15:44:09.653109,15:44:09.654438,15:44:09.654438,15:44:09.668057,15:44:09.668087,15:44:09.681509,15:44:09.701205,15:44:10.168510,15:44:09.686966,15:44:09.692285,15:44:09.692303,15:44:09.696939,15:44:09.656956,15:44:09.657042,15:44:09.652547
5,safe,15:44:14.420515,15:44:14.420515,15:44:14.421031,15:44:14.421031,15:44:14.422074,15:44:14.422074,15:44:14.423931,15:44:14.423931,15:44:14.438145,15:44:14.438166,15:44:14.452968,15:44:14.471982,15:44:14.944076,15:44:14.458488,15:44:14.463179,15:44:14.463198,15:44:14.468086,15:44:14.425941,15:44:14.426046,15:44:14.421601
5,safe,15:44:19.522169,15:44:19.522169,15:44:19.522575,15:44:19.522575,15:44:19.523622,15:44:19.523622,15:44:19.525673,15:44:19.525673,15:44:19.534944,15:44:19.534969,15:44:19.549186,15:44:19.568024,15:44:20.037665,15:44:19.554653,15:44:19.559430,15:44:19.559448,15:44:19.564258,15:44:19.537755,15:44:19.537897,15:44:19.523147
5,leak,15:44:24.446950,15:44:24.446950,15:44:24.447278,15:44:24.447278,15:44:24.448410,15:44:24.448410,15:44:24.449764,15:44:24.449764,15:44:24.463146,15:44:24.463164,15:44:24.483893,15:44:24.503689,15:44:24.974038,15:44:24.489185,15:44:24.494203,15:44:24.494222,15:44:24.499270,15:44:24.452445,15:44:24.452538,15:44:24.447908
5,safe,15:44:27.742199,15:44:27.742199,15:44:27.742607,15:44:27.742607,15:44:27.743800,15:44:27.743800,15:44:27.745309,15:44:27.745309,15:44:27.758709,15:44:27.758737,15:44:27.772699,15:44:27.792088,15:44:28.254474,15:44:27.778229,15:44:27.783377,15:44:27.783398,15:44:27.788395,15:44:27.747748,15:44:27.747837,15:44:27.743238
5,leak,15:44:32.749697,15:44:32.749697,15:44:32.750244,15:44:32.750244,15:44:32.752240,15:44:32.752240,15:44:32.755719,15:44:32.755719,15:44:32.766241,15:44:32.766282,15:44:32.783641,15:44:32.808624,15:44:33.302904,15:44:32.789948,15:44:32.797252,15:44:32.797290,15:44:32.803931,15:44:32.756574,15:44:32.756746,15:44:32.751337
6,safe,15:44:36.145689,15:44:36.145689,15:44:36.146032,15:44:36.146032,15:44:36.147170,15:44:36.147170,15:44:36.148556,15:44:36.148556,15:44:36.163054,15:44:36.163079,15:44:36.177044,15:44:36.195850,15:44:36.658789,15:44:36.182514,15:44:36.187344,15:44:36.187362,15:44:36.192144,15:44:36.151927,15:44:36.152011,15:44:36.146645
6,safe,15:44:41.148299,15:44:41.148299,15:44:41.148652,15:44:41.148652,15:44:41.149748,15:44:41.149748,15:44:41.151888,15:44:41.151888,15:44:41.166077,15:44:41.166100,15:44:41.179332,15:44:41.199293,15:44:41.669554,15:44:41.184679,15:44:41.190580,15:44:41.190599,15:44:41.195518,15:44:41.155289,15:44:41.155391,15:44:41.149265
6,safe,15:44:46.193791,15:44:46.193791,15:44:46.194190,15:44:46.194190,15:44:46.195381,15:44:46.195381,15:44:46.197514,15:44:46.197514,15:44:46.206715,15:44:46.206737,15:44:46.221084,15:44:46.241536,15:44:46.711184,15:44:46.226854,15:44:46.232215,15:44:46.232230,15:44:46.237180,15:44:46.214708,15:44:46.214833,15:44:46.194843
6,safe,15:44:50.787806,15:44:50.787806,15:44:50.788183,15:44:50.788183,15:44:50.789284,15:44:50.789284,15:44:50.790613,15:44:50.790613,15:44:50.803946,15:44:50.803967,15:44:50.817490,15:44:50.836873,15:44:51.305017,15:44:50.822731,15:44:50.827802,15:44:50.827824,15:44:50.833157,15:44:50.793954,15:44:50.794038,15:44:50.788784
6,safe,15:44:55.794490,15:44:55.794490,15:44:55.794886,15:44:55.794886,15:44:55.796026,15:44:55.796026,15:44:55.798127,15:44:55.798127,15:44:55.807969,15:44:55.807997,15:44:55.821798,15:44:55.841520,15:44:56.311964,15:44:55.827226,15:44:55.831868,15:44:55.831886,15:44:55.837618,15:44:55.817104,15:44:55.817206,15:44:55.795516
6,safe,15:45:00.822265,15:45:00.822265,15:45:00.822650,15:45:00.822650,15:45:00.823740,15:45:00.823740,15:45:00.826028,15:45:00.826028,15:45:00.835916,15:45:00.835938,15:45:00.849474,15:45:00.868889,15:45:01.339315,15:45:00.854855,15:45:00.860114,15:45:00.860132,15:45:00.865000,15:45:00.841216,15:45:00.841316,15:45:00.823251
6,safe,15:45:05.678965,15:45:05.678965,15:45:05.679340,15:45:05.679340,15:45:05.680693,15:45:05.680693,15:45:05.682212,15:45:05.682212,15:45:05.695559,15:45:05.695581,15:45:05.709441,15:45:05.728818,15:45:06.197092,15:45:05.715107,15:45:05.720262,15:45:05.720279,15:45:05.725159,15:45:05.685537,15:45:05.685632,15:45:05.679970
6,safe,15:45:10.650033,15:45:10.650033,15:45:10.650413,15:45:10.650413,15:45:10.651500,15:45:10.651500,15:45:10.652882,15:45:10.652882,15:45:10.666253,15:45:10.666273,15:45:10.679708,15:45:10.699780,15:45:11.170710,15:45:10.685989,15:45:10.690872,15:45:10.690890,15:45:10.696149,15:45:10.656510,15:45:10.656594,15:45:10.650960
6,safe,15:45:15.471279,15:45:15.471279,15:45:15.471816,15:45:15.471816,15:45:15.473109,15:45:15.473109,15:45:15.475375,15:45:15.475375,15:45:15.489964,15:45:15.489982,15:45:15.507002,15:45:15.527252,15:45:15.992632,15:45:15.513141,15:45:15.518101,15:45:15.518122,15:45:15.523119,15:45:15.477776,15:45:15.477891,15:45:15.472522
6,leak,15:45:20.506841,15:45:20.506841,15:45:20.507193,15:45:20.507193,15:45:20.508263,15:45:20.508263,15:45:20.510489,15:45:20.510489,15:45:20.519766,15:45:20.519796,15:45:20.542538,15:45:20.561851,15:45:21.047278,15:45:20.548140,15:45:20.553092,15:45:20.553112,15:45:20.557913,15:45:20.529744,15:45:20.529838,15:45:20.507789
7,safe,15:45:23.380064,15:45:23.380064,15:45:23.380409,15:45:23.380409,15:45:23.381569,15:45:23.381569,15:45:23.382897,15:45:23.382897,15:45:23.396611,15:45:23.396629,15:45:23.410273,15:45:23.430445,15:45:23.893745,15:45:23.415920,15:45:23.421037,15:45:23.421056,15:45:23.426405,15:45:23.387346,15:45:23.387430,15:45:23.381033
7,safe,15:45:28.390308,15:45:28.390308,15:45:28.390646,15:45:28.390646,15:45:28.391735,15:45:28.391735,15:45:28.394168,15:45:28.394168,15:45:28.408297,15:45:28.408320,15:45:28.421898,15:45:28.441477,15:45:28.912503,15:45:28.427403,15:45:28.432257,15:45:28.432273,15:45:28.437292,15:45:28.398385,15:45:28.398470,15:45:28.391210
7,safe,15:45:32.845608,15:45:32.845608,15:45:32.846143,15:45:32.846143,15:45:32.847631,15:45:32.847631,15:45:32.849294,15:45:32.849294,15:45:32.864477,15:45:32.864518,15:45:32.880443,15:45:32.902507,15:45:33.372463,15:45:32.886674,15:45:32.892198,15:45:32.892218,15:45:32.897874,15:45:32.853535,15:45:32.853677,15:45:32.846958
7,safe,15:45:37.900401,15:45:37.900401,15:45:37.900841,15:45:37.900841,15:45:37.902094,15:45:37.902094,15:45:37.904269,15:45:37.904269,15:45:37.913428,15:45:37.913445,15:45:37.926497,15:45:37.945917,15:45:38.415148,15:45:37.932251,15:45:37.937155,15:45:37.937176,15:45:37.942063,15:45:37.929772,15:45:37.929886,15:45:37.901537
7,safe,15:45:42.750775,15:45:42.750775,15:45:42.751235,15:45:42.751235,15:45:42.753118,15:45:42.753118,15:45:42.755157,15:45:42.755157,15:45:42.769536,15:45:42.769579,15:45:42.785465,15:45:42.811845,15:45:43.292040,15:45:42.792989,15:45:42.799024,15:45:42.799047,15:45:42.807003,15:45:42.758210,15:45:42.758322,15:45:42.752273
7,safe,15:45:47.901395,15:45:47.901395,15:45:47.901714,15:45:47.901714,15:45:47.902776,15:45:47.902776,15:45:47.904832,15:45:47.904832,15:45:47.914229,15:45:47.914258,15:45:47.927698,15:45:47.946965,15:45:48.416850,15:45:47.933175,15:45:47.938178,15:45:47.938200,15:45:47.943297,15:45:47.927860,15:45:47.928011,15:45:47.902300
7,safe,15:45:53.016954,15:45:53.016954,15:45:53.017359,15:45:53.017359,15:45:53.018770,15:45:53.018770,15:45:53.021040,15:45:53.021040,15:45:53.030573,15:45:53.030636,15:45:53.044685,15:45:53.063995,15:45:53.534066,15:45:53.050133,15:45:53.055122,15:45:53.055144,15:45:53.060141,15:45:53.048222,15:45:53.048351,15:45:53.017972
7,safe,15:45:57.950584,15:45:57.950584,15:45:57.950976,15:45:57.950976,15:45:57.952090,15:45:57.952090,15:45:57.953423,15:45:57.953423,15:45:57.966957,15:45:57.966980,15:45:57.980409,15:45:57.999316,15:45:58.467975,15:45:57.985741,15:45:57.990531,15:45:57.990546,15:45:57.995162,15:45:57.958124,15:45:57.958213,15:45:57.951609
7,safe,15:46:03.084615,15:46:03.084615,15:46:03.084998,15:46:03.084998,15:46:03.086189,15:46:03.086189,15:46:03.088572,15:46:03.088572,15:46:03.097876,15:46:03.097900,15:46:03.112010,15:46:03.131150,15:46:03.601187,15:46:03.117601,15:46:03.122394,15:46:03.122413,15:46:03.127157,15:46:03.105478,15:46:03.105585,15:46:03.085598
7,safe,15:46:08.243963,15:46:08.243963,15:46:08.244387,15:46:08.244387,15:46:08.245601,15:46:08.245601,15:46:08.247653,15:46:08.247653,15:46:08.256970,15:46:08.256992,15:46:08.270686,15:46:08.289825,15:46:08.760034,15:46:08.276177,15:46:08.280974,15:46:08.280993,15:46:08.285764,15:46:08.269015,15:46:08.269127,15:46:08.245044
8,safe,15:46:13.235452,15:46:13.235452,15:46:13.235823,15:46:13.235823,15:46:13.237008,15:46:13.237008,15:46:13.238348,15:46:13.238348,15:46:13.248267,15:46:13.248288,15:46:13.261633,15:46:13.281932,15:46:13.751836,15:46:13.267393,15:46:13.272507,15:46:13.272528,15:46:13.278105,15:46:13.244146,15:46:13.244236,15:46:13.236433
8,leak,15:46:18.214096,15:46:18.214096,15:46:18.214437,15:46:18.214437,15:46:18.215555,15:46:18.215555,15:46:18.216944,15:46:18.216944,15:46:18.230399,15:46:18.230417,15:46:18.251400,15:46:18.272344,15:46:18.741008,15:46:18.257222,15:46:18.262261,15:46:18.262283,15:46:18.268236,15:46:18.221808,15:46:18.221896,15:46:18.215016
8,safe,15:46:21.793660,15:46:21.793660,15:46:21.794038,15:46:21.794038,15:46:21.795115,15:46:21.795115,15:46:21.796547,15:46:21.796547,15:46:21.805751,15:46:21.805770,15:46:21.819487,15:46:21.839267,15:46:22.309836,15:46:21.824893,15:46:21.829986,15:46:21.830008,15:46:21.835163,15:46:21.802278,15:46:21.802382,15:46:21.794622
