attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,LLM_inference_start,LLM_inference_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
2,leak,15:22:24.144397,15:22:24.144397,15:22:24.144760,15:22:24.144760,15:22:24.145906,15:22:24.145906,15:22:24.147257,15:22:24.147257,15:22:24.157232,15:22:24.157254,15:22:24.170687,15:22:24.179117,15:22:24.584600,15:22:24.584631,15:22:24.590584,15:22:24.590608,15:22:24.595876,15:22:24.146769,15:22:24.146852,15:22:24.145407
2,leak,15:22:28.731246,15:22:28.731246,15:22:28.731625,15:22:28.731625,15:22:28.732709,15:22:28.732709,15:22:28.734056,15:22:28.734056,15:22:28.743585,15:22:28.743606,15:22:28.754321,15:22:28.762718,15:22:29.170750,15:22:29.170779,15:22:29.176580,15:22:29.176603,15:22:29.181936,15:22:28.733442,15:22:28.733531,15:22:28.732217
2,leak,15:22:33.316855,15:22:33.316855,15:22:33.317225,15:22:33.317225,15:22:33.318253,15:22:33.318253,15:22:33.319652,15:22:33.319652,15:22:33.328898,15:22:33.328917,15:22:33.339726,15:22:33.348379,15:22:33.755287,15:22:33.755318,15:22:33.761384,15:22:33.761410,15:22:33.766437,15:22:33.319429,15:22:33.319532,15:22:33.317789
2,leak,15:22:37.905757,15:22:37.905757,15:22:37.906102,15:22:37.906102,15:22:37.907470,15:22:37.907470,15:22:37.909293,15:22:37.909293,15:22:37.918768,15:22:37.918795,15:22:37.934048,15:22:37.942530,15:22:38.361197,15:22:38.361227,15:22:38.366900,15:22:38.366923,15:22:38.372236,15:22:37.907986,15:22:37.908137,15:22:37.906734
2,leak,15:22:42.514699,15:22:42.514699,15:22:42.515065,15:22:42.515065,15:22:42.516156,15:22:42.516156,15:22:42.517613,15:22:42.517613,15:22:42.526767,15:22:42.526786,15:22:42.537689,15:22:42.545809,15:22:42.952710,15:22:42.952740,15:22:42.958710,15:22:42.958734,15:22:42.964398,15:22:42.516783,15:22:42.516863,15:22:42.515661
2,leak,15:22:47.102800,15:22:47.102800,15:22:47.103129,15:22:47.103129,15:22:47.104313,15:22:47.104313,15:22:47.106065,15:22:47.106065,15:22:47.115220,15:22:47.115238,15:22:47.126140,15:22:47.134391,15:22:47.543543,15:22:47.543571,15:22:47.549334,15:22:47.549357,15:22:47.554755,15:22:47.105298,15:22:47.105387,15:22:47.103784
2,safe,15:22:50.107753,15:22:50.107753,15:22:50.108046,15:22:50.108046,15:22:50.109220,15:22:50.109220,15:22:50.110611,15:22:50.110611,15:22:50.119687,15:22:50.119708,15:22:50.132993,15:22:50.142104,15:22:50.547574,15:22:50.547609,15:22:50.553849,15:22:50.553872,15:22:50.559338,15:22:50.109883,15:22:50.109969,15:22:50.108636
3,leak,15:22:54.932189,15:22:54.932189,15:22:54.932566,15:22:54.932566,15:22:54.933684,15:22:54.933684,15:22:54.935065,15:22:54.935065,15:22:54.944399,15:22:54.944420,15:22:54.955549,15:22:54.963744,15:22:55.371375,15:22:55.371405,15:22:55.377375,15:22:55.377400,15:22:55.382488,15:22:54.935706,15:22:54.935794,15:22:54.933198
3,leak,15:22:59.520455,15:22:59.520455,15:22:59.520754,15:22:59.520754,15:22:59.521859,15:22:59.521859,15:22:59.523126,15:22:59.523126,15:22:59.536665,15:22:59.536686,15:22:59.547484,15:22:59.555698,15:22:59.964572,15:22:59.964608,15:22:59.970365,15:22:59.970389,15:22:59.975749,15:22:59.523954,15:22:59.524046,15:22:59.521382
3,leak,15:23:04.114947,15:23:04.114947,15:23:04.115240,15:23:04.115240,15:23:04.116306,15:23:04.116306,15:23:04.117599,15:23:04.117599,15:23:04.132095,15:23:04.132119,15:23:04.143618,15:23:04.152288,15:23:04.560043,15:23:04.560073,15:23:04.565783,15:23:04.565805,15:23:04.571777,15:23:04.118101,15:23:04.118179,15:23:04.115827
3,leak,15:23:07.741865,15:23:07.741865,15:23:07.742245,15:23:07.742245,15:23:07.743492,15:23:07.743492,15:23:07.744909,15:23:07.744909,15:23:07.758352,15:23:07.758383,15:23:07.782839,15:23:07.791009,15:23:08.204741,15:23:08.204779,15:23:08.211658,15:23:08.211686,15:23:08.217767,15:23:07.745478,15:23:07.745555,15:23:07.742828
3,safe,15:23:12.359764,15:23:12.359764,15:23:12.360080,15:23:12.360080,15:23:12.361165,15:23:12.361165,15:23:12.362460,15:23:12.362460,15:23:12.379081,15:23:12.379102,15:23:12.390390,15:23:12.399207,15:23:12.807327,15:23:12.807359,15:23:12.813175,15:23:12.813199,15:23:12.818818,15:23:12.363374,15:23:12.363460,15:23:12.360673
3,leak,15:23:17.411848,15:23:17.411848,15:23:17.412299,15:23:17.412299,15:23:17.413449,15:23:17.413449,15:23:17.415523,15:23:17.415523,15:23:17.424641,15:23:17.424664,15:23:17.435820,15:23:17.444163,15:23:17.851600,15:23:17.851632,15:23:17.857380,15:23:17.857405,15:23:17.862551,15:23:17.428500,15:23:17.428603,15:23:17.412927
3,leak,15:23:22.048915,15:23:22.048915,15:23:22.049269,15:23:22.049269,15:23:22.050615,15:23:22.050615,15:23:22.052399,15:23:22.052399,15:23:22.061887,15:23:22.061911,15:23:22.072912,15:23:22.081483,15:23:22.488655,15:23:22.488688,15:23:22.494640,15:23:22.494666,15:23:22.499906,15:23:22.052419,15:23:22.052511,15:23:22.049871
3,leak,15:23:25.601239,15:23:25.601239,15:23:25.601639,15:23:25.601639,15:23:25.602895,15:23:25.602895,15:23:25.604396,15:23:25.604396,15:23:25.613599,15:23:25.613627,15:23:25.626825,15:23:25.635533,15:23:26.043947,15:23:26.043978,15:23:26.050132,15:23:26.050155,15:23:26.055515,15:23:25.604654,15:23:25.604743,15:23:25.602298
3,leak,15:23:30.223776,15:23:30.223776,15:23:30.224130,15:23:30.224130,15:23:30.225285,15:23:30.225285,15:23:30.226667,15:23:30.226667,15:23:30.239959,15:23:30.239978,15:23:30.250428,15:23:30.258714,15:23:30.667525,15:23:30.667556,15:23:30.673532,15:23:30.673558,15:23:30.679086,15:23:30.227086,15:23:30.227188,15:23:30.224725
3,leak,15:23:34.861880,15:23:34.861880,15:23:34.862326,15:23:34.862326,15:23:34.863647,15:23:34.863647,15:23:34.865002,15:23:34.865002,15:23:34.874305,15:23:34.874327,15:23:34.885768,15:23:34.894724,15:23:35.343243,15:23:35.343278,15:23:35.349134,15:23:35.349158,15:23:35.354650,15:23:34.865349,15:23:34.865473,15:23:34.863081
4,safe,15:23:39.546045,15:23:39.546045,15:23:39.546401,15:23:39.546401,15:23:39.547805,15:23:39.547805,15:23:39.549422,15:23:39.549422,15:23:39.563958,15:23:39.563986,15:23:39.575225,15:23:39.583596,15:23:39.994387,15:23:39.994421,15:23:40.000221,15:23:40.000248,15:23:40.005959,15:23:39.550373,15:23:39.550527,15:23:39.547031
4,safe,15:23:44.575737,15:23:44.575737,15:23:44.576210,15:23:44.576210,15:23:44.577334,15:23:44.577334,15:23:44.579557,15:23:44.579557,15:23:44.588723,15:23:44.588746,15:23:44.599563,15:23:44.608212,15:23:45.017431,15:23:45.017465,15:23:45.023399,15:23:45.023422,15:23:45.028774,15:23:44.605620,15:23:44.605731,15:23:44.576844
4,leak,15:23:49.606592,15:23:49.606592,15:23:49.606991,15:23:49.606991,15:23:49.608161,15:23:49.608161,15:23:49.610346,15:23:49.610346,15:23:49.619707,15:23:49.619732,15:23:49.630732,15:23:49.639265,15:23:50.049256,15:23:50.049287,15:23:50.055281,15:23:50.055308,15:23:50.061172,15:23:49.632721,15:23:49.632849,15:23:49.607596
4,leak,15:23:53.299008,15:23:53.299008,15:23:53.299439,15:23:53.299439,15:23:53.300742,15:23:53.300742,15:23:53.302234,15:23:53.302234,15:23:53.317455,15:23:53.317503,15:23:53.332142,15:23:53.341186,15:23:53.748484,15:23:53.748514,15:23:53.754445,15:23:53.754466,15:23:53.759638,15:23:53.303189,15:23:53.303296,15:23:53.300191
4,safe,15:23:57.942195,15:23:57.942195,15:23:57.942587,15:23:57.942587,15:23:57.943767,15:23:57.943767,15:23:57.945189,15:23:57.945189,15:23:57.958755,15:23:57.958789,15:23:57.971050,15:23:57.980084,15:23:58.401120,15:23:58.401151,15:23:58.406799,15:23:58.406822,15:23:58.412099,15:23:57.946679,15:23:57.946771,15:23:57.943248
4,leak,15:24:03.158522,15:24:03.158522,15:24:03.158840,15:24:03.158840,15:24:03.159951,15:24:03.159951,15:24:03.162067,15:24:03.162067,15:24:03.171234,15:24:03.171255,15:24:03.188519,15:24:03.197470,15:24:03.605852,15:24:03.605881,15:24:03.612352,15:24:03.612379,15:24:03.618046,15:24:03.188033,15:24:03.188179,15:24:03.159424
4,leak,15:24:06.374643,15:24:06.374643,15:24:06.374937,15:24:06.374937,15:24:06.375922,15:24:06.375922,15:24:06.377229,15:24:06.377229,15:24:06.391131,15:24:06.391152,15:24:06.404432,15:24:06.412319,15:24:06.816325,15:24:06.816358,15:24:06.822027,15:24:06.822051,15:24:06.827198,15:24:06.378903,15:24:06.378993,15:24:06.375482
4,leak,15:24:09.408592,15:24:09.408592,15:24:09.408888,15:24:09.408888,15:24:09.409839,15:24:09.409839,15:24:09.411141,15:24:09.411141,15:24:09.433767,15:24:09.433792,15:24:09.448739,15:24:09.457122,15:24:09.861680,15:24:09.861711,15:24:09.867526,15:24:09.867555,15:24:09.872826,15:24:09.413058,15:24:09.413150,15:24:09.409391
4,leak,15:24:13.145951,15:24:13.145951,15:24:13.146332,15:24:13.146332,15:24:13.147733,15:24:13.147733,15:24:13.149183,15:24:13.149183,15:24:13.163346,15:24:13.163374,15:24:13.177067,15:24:13.185628,15:24:13.597920,15:24:13.597950,15:24:13.603964,15:24:13.603990,15:24:13.610039,15:24:13.150524,15:24:13.150628,15:24:13.147004
4,leak,15:24:16.793340,15:24:16.793340,15:24:16.793855,15:24:16.793855,15:24:16.795202,15:24:16.795202,15:24:16.796703,15:24:16.796703,15:24:16.810703,15:24:16.810731,15:24:16.824750,15:24:16.833713,15:24:17.255525,15:24:17.255556,15:24:17.261733,15:24:17.261760,15:24:17.267151,15:24:16.797583,15:24:16.797818,15:24:16.794598
5,leak,15:24:21.443445,15:24:21.443445,15:24:21.443780,15:24:21.443780,15:24:21.444833,15:24:21.444833,15:24:21.446092,15:24:21.446092,15:24:21.459291,15:24:21.459315,15:24:21.470184,15:24:21.478455,15:24:21.893883,15:24:21.893916,15:24:21.899574,15:24:21.899592,15:24:21.904912,15:24:21.448694,15:24:21.448778,15:24:21.444371
5,leak,15:24:26.085234,15:24:26.085234,15:24:26.085654,15:24:26.085654,15:24:26.086836,15:24:26.086836,15:24:26.088540,15:24:26.088540,15:24:26.102795,15:24:26.102839,15:24:26.115574,15:24:26.127118,15:24:26.561611,15:24:26.561648,15:24:26.567514,15:24:26.567538,15:24:26.572833,15:24:26.090841,15:24:26.090946,15:24:26.086252
5,leak,15:24:29.899092,15:24:29.899092,15:24:29.899619,15:24:29.899619,15:24:29.900958,15:24:29.900958,15:24:29.902484,15:24:29.902484,15:24:29.916398,15:24:29.916436,15:24:29.932391,15:24:29.941842,15:24:30.362511,15:24:30.362543,15:24:30.368215,15:24:30.368235,15:24:30.373294,15:24:29.904229,15:24:29.904332,15:24:29.900425
5,leak,15:24:34.605487,15:24:34.605487,15:24:34.605926,15:24:34.605926,15:24:34.607428,15:24:34.607428,15:24:34.608851,15:24:34.608851,15:24:34.622556,15:24:34.622600,15:24:34.633894,15:24:34.642839,15:24:35.067294,15:24:35.067326,15:24:35.073251,15:24:35.073275,15:24:35.079076,15:24:34.610965,15:24:34.611079,15:24:34.606689
5,safe,15:24:39.255402,15:24:39.255402,15:24:39.255731,15:24:39.255731,15:24:39.256739,15:24:39.256739,15:24:39.258021,15:24:39.258021,15:24:39.271425,15:24:39.271453,15:24:39.282350,15:24:39.290985,15:24:39.716946,15:24:39.716976,15:24:39.722887,15:24:39.722912,15:24:39.728797,15:24:39.260842,15:24:39.260931,15:24:39.256282
5,leak,15:24:44.316794,15:24:44.316794,15:24:44.317150,15:24:44.317150,15:24:44.318293,15:24:44.318293,15:24:44.320645,15:24:44.320645,15:24:44.330009,15:24:44.330036,15:24:44.341038,15:24:44.349896,15:24:44.771599,15:24:44.771632,15:24:44.777167,15:24:44.777185,15:24:44.782936,15:24:44.334727,15:24:44.334834,15:24:44.317744
5,leak,15:24:48.952614,15:24:48.952614,15:24:48.952966,15:24:48.952966,15:24:48.954116,15:24:48.954116,15:24:48.955608,15:24:48.955608,15:24:48.970312,15:24:48.970337,15:24:48.983645,15:24:48.991765,15:24:49.410648,15:24:49.410682,15:24:49.416307,15:24:49.416327,15:24:49.421587,15:24:48.958116,15:24:48.958215,15:24:48.953587
5,safe,15:24:52.675715,15:24:52.675715,15:24:52.676136,15:24:52.676136,15:24:52.677573,15:24:52.677573,15:24:52.679277,15:24:52.679277,15:24:52.693113,15:24:52.693143,15:24:52.715976,15:24:52.725033,15:24:53.150643,15:24:53.150673,15:24:53.156698,15:24:53.156725,15:24:53.162974,15:24:52.681792,15:24:52.681900,15:24:52.676915
5,leak,15:24:57.709478,15:24:57.709478,15:24:57.709769,15:24:57.709769,15:24:57.710801,15:24:57.710801,15:24:57.713019,15:24:57.713019,15:24:57.722160,15:24:57.722181,15:24:57.735141,15:24:57.743585,15:24:58.167090,15:24:58.167120,15:24:58.174324,15:24:58.174355,15:24:58.180905,15:24:57.729164,15:24:57.729263,15:24:57.710302
5,leak,15:25:02.364817,15:25:02.364817,15:25:02.365254,15:25:02.365254,15:25:02.366580,15:25:02.366580,15:25:02.368053,15:25:02.368053,15:25:02.382306,15:25:02.382334,15:25:02.396303,15:25:02.404613,15:25:02.845581,15:25:02.845614,15:25:02.851371,15:25:02.851396,15:25:02.857270,15:25:02.370518,15:25:02.370643,15:25:02.365930
6,safe,15:25:05.819521,15:25:05.819521,15:25:05.819922,15:25:05.819922,15:25:05.821255,15:25:05.821255,15:25:05.822724,15:25:05.822724,15:25:05.837051,15:25:05.837091,15:25:05.851141,15:25:05.859714,15:25:06.267727,15:25:06.267758,15:25:06.273640,15:25:06.273665,15:25:06.279533,15:25:05.826294,15:25:05.826397,15:25:05.820648
6,safe,15:25:10.812766,15:25:10.812766,15:25:10.813138,15:25:10.813138,15:25:10.814548,15:25:10.814548,15:25:10.815992,15:25:10.815992,15:25:10.829753,15:25:10.829788,15:25:10.843849,15:25:10.853317,15:25:11.273000,15:25:11.273031,15:25:11.278511,15:25:11.278531,15:25:11.283507,15:25:10.819049,15:25:10.819147,15:25:10.813927
6,leak,15:25:15.669834,15:25:15.669834,15:25:15.670205,15:25:15.670205,15:25:15.671369,15:25:15.671369,15:25:15.672673,15:25:15.672673,15:25:15.687044,15:25:15.687073,15:25:15.701165,15:25:15.709482,15:25:16.131663,15:25:16.131694,15:25:16.137789,15:25:16.137814,15:25:16.143271,15:25:15.675943,15:25:15.676036,15:25:15.670877
6,leak,15:25:20.222977,15:25:20.222977,15:25:20.223508,15:25:20.223508,15:25:20.225079,15:25:20.225079,15:25:20.226891,15:25:20.226891,15:25:20.241771,15:25:20.241814,15:25:20.256361,15:25:20.265873,15:25:20.687458,15:25:20.687489,15:25:20.693614,15:25:20.693636,15:25:20.699321,15:25:20.229179,15:25:20.229285,15:25:20.224359
6,safe,15:25:23.573183,15:25:23.573183,15:25:23.573633,15:25:23.573633,15:25:23.574985,15:25:23.574985,15:25:23.576276,15:25:23.576276,15:25:23.591596,15:25:23.591620,15:25:23.605339,15:25:23.613971,15:25:24.020249,15:25:24.020285,15:25:24.026479,15:25:24.026504,15:25:24.032287,15:25:23.579776,15:25:23.579868,15:25:23.574379
6,safe,15:25:28.685049,15:25:28.685049,15:25:28.685344,15:25:28.685344,15:25:28.686293,15:25:28.686293,15:25:28.688388,15:25:28.688388,15:25:28.697662,15:25:28.697680,15:25:28.710453,15:25:28.719232,15:25:29.133990,15:25:29.134018,15:25:29.139825,15:25:29.139850,15:25:29.145239,15:25:28.714222,15:25:28.714358,15:25:28.685858
6,leak,15:25:33.620052,15:25:33.620052,15:25:33.620417,15:25:33.620417,15:25:33.621516,15:25:33.621516,15:25:33.622903,15:25:33.622903,15:25:33.637178,15:25:33.637202,15:25:33.650494,15:25:33.658762,15:25:34.073251,15:25:34.073281,15:25:34.079240,15:25:34.079261,15:25:34.084588,15:25:33.626764,15:25:33.626850,15:25:33.621002
6,leak,15:25:37.056206,15:25:37.056206,15:25:37.056505,15:25:37.056505,15:25:37.057521,15:25:37.057521,15:25:37.058844,15:25:37.058844,15:25:37.071870,15:25:37.071890,15:25:37.084753,15:25:37.092840,15:25:37.507006,15:25:37.507035,15:25:37.512541,15:25:37.512560,15:25:37.517543,15:25:37.062512,15:25:37.062592,15:25:37.057042
6,leak,15:25:40.708884,15:25:40.708884,15:25:40.709194,15:25:40.709194,15:25:40.710251,15:25:40.710251,15:25:40.711722,15:25:40.711722,15:25:40.725378,15:25:40.725403,15:25:40.738747,15:25:40.747355,15:25:41.161904,15:25:41.161935,15:25:41.167686,15:25:41.167706,15:25:41.172938,15:25:40.715065,15:25:40.715192,15:25:40.709781
6,leak,15:25:45.315747,15:25:45.315747,15:25:45.316054,15:25:45.316054,15:25:45.317175,15:25:45.317175,15:25:45.318506,15:25:45.318506,15:25:45.332422,15:25:45.332448,15:25:45.352242,15:25:45.360180,15:25:45.792209,15:25:45.792241,15:25:45.798096,15:25:45.798119,15:25:45.803428,15:25:45.322054,15:25:45.322135,15:25:45.316591
7,leak,15:25:48.361259,15:25:48.361259,15:25:48.361647,15:25:48.361647,15:25:48.362901,15:25:48.362901,15:25:48.364494,15:25:48.364494,15:25:48.379077,15:25:48.379121,15:25:48.393470,15:25:48.403166,15:25:48.813732,15:25:48.813760,15:25:48.819437,15:25:48.819459,15:25:48.824744,15:25:48.369042,15:25:48.369218,15:25:48.362379
7,leak,15:25:52.967822,15:25:52.967822,15:25:52.968113,15:25:52.968113,15:25:52.969067,15:25:52.969067,15:25:52.970465,15:25:52.970465,15:25:52.979537,15:25:52.979556,15:25:52.991781,15:25:52.999474,15:25:53.413803,15:25:53.413835,15:25:53.419592,15:25:53.419613,15:25:53.425366,15:25:52.975374,15:25:52.975463,15:25:52.968623
7,leak,15:25:56.654493,15:25:56.654493,15:25:56.654779,15:25:56.654779,15:25:56.655782,15:25:56.655782,15:25:56.657046,15:25:56.657046,15:25:56.671294,15:25:56.671313,15:25:56.684730,15:25:56.693026,15:25:57.111478,15:25:57.111523,15:25:57.117433,15:25:57.117456,15:25:57.122773,15:25:56.662088,15:25:56.662171,15:25:56.655302
7,leak,15:26:01.278828,15:26:01.278828,15:26:01.279116,15:26:01.279116,15:26:01.280146,15:26:01.280146,15:26:01.281399,15:26:01.281399,15:26:01.290588,15:26:01.290608,15:26:01.303234,15:26:01.311498,15:26:01.728022,15:26:01.728050,15:26:01.733983,15:26:01.734009,15:26:01.739530,15:26:01.286323,15:26:01.286801,15:26:01.279696
7,leak,15:26:05.958095,15:26:05.958095,15:26:05.958518,15:26:05.958518,15:26:05.959500,15:26:05.959500,15:26:05.960919,15:26:05.960919,15:26:05.969959,15:26:05.969978,15:26:05.983025,15:26:05.990783,15:26:06.402071,15:26:06.402100,15:26:06.407667,15:26:06.407690,15:26:06.412690,15:26:05.965760,15:26:05.965842,15:26:05.959033
7,leak,15:26:09.539729,15:26:09.539729,15:26:09.540038,15:26:09.540038,15:26:09.541063,15:26:09.541063,15:26:09.542411,15:26:09.542411,15:26:09.555883,15:26:09.555908,15:26:09.569316,15:26:09.577885,15:26:09.986120,15:26:09.986148,15:26:09.991632,15:26:09.991652,15:26:09.996589,15:26:09.547212,15:26:09.547334,15:26:09.540592
7,leak,15:26:14.200602,15:26:14.200602,15:26:14.200895,15:26:14.200895,15:26:14.201911,15:26:14.201911,15:26:14.203189,15:26:14.203189,15:26:14.216432,15:26:14.216449,15:26:14.228981,15:26:14.236973,15:26:14.651320,15:26:14.651348,15:26:14.656978,15:26:14.657001,15:26:14.662739,15:26:14.207738,15:26:14.207841,15:26:14.201430
7,leak,15:26:18.871622,15:26:18.871622,15:26:18.871963,15:26:18.871963,15:26:18.873122,15:26:18.873122,15:26:18.874414,15:26:18.874414,15:26:18.888739,15:26:18.888765,15:26:18.901806,15:26:18.909755,15:26:19.320096,15:26:19.320124,15:26:19.326074,15:26:19.326096,15:26:19.331262,15:26:18.879126,15:26:18.879254,15:26:18.872622
7,leak,15:26:21.996574,15:26:21.996574,15:26:21.996924,15:26:21.996924,15:26:21.998136,15:26:21.998136,15:26:21.999479,15:26:21.999479,15:26:22.012705,15:26:22.012734,15:26:22.025443,15:26:22.034161,15:26:22.441015,15:26:22.441044,15:26:22.446791,15:26:22.446814,15:26:22.452045,15:26:22.003812,15:26:22.003923,15:26:21.997426
7,leak,15:26:25.671128,15:26:25.671128,15:26:25.671436,15:26:25.671436,15:26:25.672417,15:26:25.672417,15:26:25.673675,15:26:25.673675,15:26:25.683051,15:26:25.683069,15:26:25.695373,15:26:25.703138,15:26:26.110538,15:26:26.110564,15:26:26.116066,15:26:26.116086,15:26:26.121212,15:26:25.678720,15:26:25.678821,15:26:25.671977
8,leak,15:26:30.272610,15:26:30.272610,15:26:30.273129,15:26:30.273129,15:26:30.274668,15:26:30.274668,15:26:30.276450,15:26:30.276450,15:26:30.290570,15:26:30.290611,15:26:30.304695,15:26:30.313257,15:26:30.725818,15:26:30.725856,15:26:30.731802,15:26:30.731828,15:26:30.737330,15:26:30.281590,15:26:30.281796,15:26:30.274012
8,leak,15:26:34.922402,15:26:34.922402,15:26:34.922696,15:26:34.922696,15:26:34.923642,15:26:34.923642,15:26:34.924907,15:26:34.924907,15:26:34.933823,15:26:34.933840,15:26:34.953140,15:26:34.961292,15:26:35.371743,15:26:35.371775,15:26:35.377774,15:26:35.377797,15:26:35.382984,15:26:34.931093,15:26:34.931189,15:26:34.923207
8,safe,15:26:39.571617,15:26:39.571617,15:26:39.571960,15:26:39.571960,15:26:39.573232,15:26:39.573232,15:26:39.574688,15:26:39.574688,15:26:39.584546,15:26:39.584563,15:26:39.598494,15:26:39.606819,15:26:40.022680,15:26:40.022712,15:26:40.028772,15:26:40.028799,15:26:40.035067,15:26:39.580016,15:26:39.580112,15:26:39.572711
