attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,LLM_inference_start,LLM_inference_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
2,rejected,15:56:31.278281,15:56:31.278281,15:56:31.278704,15:56:31.278704,15:56:31.280083,15:56:31.280083,15:56:31.281829,15:56:31.281829,15:56:31.291160,15:56:31.291182,15:56:31.304530,15:56:31.307546,15:56:31.691707,15:56:31.691738,15:56:31.697897,15:56:31.703239,15:56:31.709059,15:56:31.280670,15:56:31.280756,15:56:31.279345
2,rejected,15:56:32.706905,15:56:32.706905,15:56:32.707260,15:56:32.707260,15:56:32.708548,15:56:32.708548,15:56:32.710025,15:56:32.710025,15:56:32.719124,15:56:32.719146,15:56:32.732699,15:56:32.735851,15:56:33.118343,15:56:33.118399,15:56:33.124781,15:56:33.130123,15:56:33.135525,15:56:32.709514,15:56:32.709608,15:56:32.707927
3,rejected,15:56:34.139369,15:56:34.139369,15:56:34.139766,15:56:34.139766,15:56:34.140828,15:56:34.140828,15:56:34.142340,15:56:34.142340,15:56:34.152669,15:56:34.152691,15:56:34.166145,15:56:34.169263,15:56:34.551238,15:56:34.551271,15:56:34.557362,15:56:34.563212,15:56:34.568936,15:56:34.142668,15:56:34.142776,15:56:34.140359
3,rejected,15:56:35.670685,15:56:35.670685,15:56:35.671055,15:56:35.671055,15:56:35.672208,15:56:35.672208,15:56:35.673577,15:56:35.673577,15:56:35.687676,15:56:35.687697,15:56:35.701470,15:56:35.704602,15:56:36.086622,15:56:36.086652,15:56:36.092584,15:56:36.097898,15:56:36.103223,15:56:35.674504,15:56:35.674667,15:56:35.671679
3,rejected,15:56:37.120894,15:56:37.120894,15:56:37.121207,15:56:37.121207,15:56:37.122345,15:56:37.122345,15:56:37.123720,15:56:37.123720,15:56:37.137153,15:56:37.137180,15:56:37.150891,15:56:37.153880,15:56:37.534526,15:56:37.534557,15:56:37.540707,15:56:37.545868,15:56:37.550978,15:56:37.124395,15:56:37.124490,15:56:37.121785
3,rejected,15:56:38.556002,15:56:38.556002,15:56:38.556428,15:56:38.556428,15:56:38.557748,15:56:38.557748,15:56:38.559135,15:56:38.559135,15:56:38.572784,15:56:38.572818,15:56:38.595001,15:56:38.598154,15:56:38.982115,15:56:38.982148,15:56:38.988135,15:56:38.993764,15:56:38.999237,15:56:38.559942,15:56:38.560037,15:56:38.557157
3,rejected,15:56:40.021905,15:56:40.021905,15:56:40.022343,15:56:40.022343,15:56:40.023628,15:56:40.023628,15:56:40.025056,15:56:40.025056,15:56:40.034515,15:56:40.034537,15:56:40.048282,15:56:40.051413,15:56:40.432975,15:56:40.433007,15:56:40.438876,15:56:40.444338,15:56:40.449811,15:56:40.025076,15:56:40.025169,15:56:40.023106
3,rejected,15:56:41.466008,15:56:41.466008,15:56:41.466451,15:56:41.466451,15:56:41.467748,15:56:41.467748,15:56:41.469214,15:56:41.469214,15:56:41.478826,15:56:41.478844,15:56:41.491968,15:56:41.495090,15:56:41.877149,15:56:41.877188,15:56:41.883915,15:56:41.889427,15:56:41.895072,15:56:41.469454,15:56:41.469543,15:56:41.467202
3,rejected,15:56:42.898720,15:56:42.898720,15:56:42.899071,15:56:42.899071,15:56:42.900258,15:56:42.900258,15:56:42.901706,15:56:42.901706,15:56:42.910976,15:56:42.910997,15:56:42.923969,15:56:42.927016,15:56:43.308743,15:56:43.308775,15:56:43.315205,15:56:43.320637,15:56:43.325948,15:56:42.901853,15:56:42.901946,15:56:42.899700
3,rejected,15:56:44.348360,15:56:44.348360,15:56:44.348693,15:56:44.348693,15:56:44.349873,15:56:44.349873,15:56:44.351314,15:56:44.351314,15:56:44.361211,15:56:44.361232,15:56:44.374550,15:56:44.377557,15:56:44.759382,15:56:44.759414,15:56:44.765414,15:56:44.770966,15:56:44.776118,15:56:44.351772,15:56:44.351860,15:56:44.349328
3,rejected,15:56:45.785245,15:56:45.785245,15:56:45.785632,15:56:45.785632,15:56:45.786800,15:56:45.786800,15:56:45.788308,15:56:45.788308,15:56:45.798149,15:56:45.798167,15:56:45.811028,15:56:45.814071,15:56:46.194972,15:56:46.195002,15:56:46.200886,15:56:46.206251,15:56:46.211667,15:56:45.788751,15:56:45.788837,15:56:45.786226
3,rejected,15:56:47.216166,15:56:47.216166,15:56:47.216498,15:56:47.216498,15:56:47.217650,15:56:47.217650,15:56:47.219157,15:56:47.219157,15:56:47.229122,15:56:47.229143,15:56:47.242228,15:56:47.245258,15:56:47.626733,15:56:47.626764,15:56:47.632804,15:56:47.638234,15:56:47.643603,15:56:47.219511,15:56:47.219590,15:56:47.217050
4,rejected,15:56:48.634447,15:56:48.634447,15:56:48.634833,15:56:48.634833,15:56:48.635968,15:56:48.635968,15:56:48.637435,15:56:48.637435,15:56:48.650839,15:56:48.650861,15:56:48.664203,15:56:48.667223,15:56:49.048869,15:56:49.048903,15:56:49.054609,15:56:49.059951,15:56:49.065611,15:56:48.638826,15:56:48.638909,15:56:48.635447
4,rejected,15:56:50.257156,15:56:50.257156,15:56:50.257563,15:56:50.257563,15:56:50.258682,15:56:50.258682,15:56:50.260062,15:56:50.260062,15:56:50.273392,15:56:50.273415,15:56:50.286284,15:56:50.289334,15:56:50.671424,15:56:50.671456,15:56:50.677476,15:56:50.682651,15:56:50.688174,15:56:50.261783,15:56:50.261871,15:56:50.258195
4,rejected,15:56:51.760764,15:56:51.760764,15:56:51.761130,15:56:51.761130,15:56:51.762260,15:56:51.762260,15:56:51.763714,15:56:51.763714,15:56:51.777689,15:56:51.777712,15:56:51.790878,15:56:51.793856,15:56:52.176790,15:56:52.176821,15:56:52.182671,15:56:52.188033,15:56:52.193258,15:56:51.765589,15:56:51.765715,15:56:51.761766
4,rejected,15:56:53.214680,15:56:53.214680,15:56:53.215022,15:56:53.215022,15:56:53.216140,15:56:53.216140,15:56:53.217549,15:56:53.217549,15:56:53.230815,15:56:53.230838,15:56:53.243836,15:56:53.246964,15:56:53.628228,15:56:53.628260,15:56:53.634420,15:56:53.639556,15:56:53.645084,15:56:53.219404,15:56:53.219490,15:56:53.215592
4,rejected,15:56:54.667012,15:56:54.667012,15:56:54.667409,15:56:54.667409,15:56:54.668693,15:56:54.668693,15:56:54.670412,15:56:54.670412,15:56:54.684079,15:56:54.684111,15:56:54.698115,15:56:54.701191,15:56:55.082821,15:56:55.082851,15:56:55.088910,15:56:55.094462,15:56:55.099886,15:56:54.671477,15:56:54.671619,15:56:54.668047
4,rejected,15:56:56.174218,15:56:56.174218,15:56:56.174701,15:56:56.174701,15:56:56.175815,15:56:56.175815,15:56:56.177171,15:56:56.177171,15:56:56.190427,15:56:56.190449,15:56:56.211339,15:56:56.214481,15:56:56.595500,15:56:56.595528,15:56:56.601274,15:56:56.606606,15:56:56.611770,15:56:56.178657,15:56:56.178791,15:56:56.175322
4,rejected,15:56:57.618248,15:56:57.618248,15:56:57.618546,15:56:57.618546,15:56:57.619659,15:56:57.619659,15:56:57.621030,15:56:57.621030,15:56:57.635230,15:56:57.635251,15:56:57.648136,15:56:57.651156,15:56:58.034087,15:56:58.034117,15:56:58.040338,15:56:58.045579,15:56:58.050620,15:56:57.622510,15:56:57.622589,15:56:57.619108
4,rejected,15:56:59.266300,15:56:59.266300,15:56:59.266615,15:56:59.266615,15:56:59.267778,15:56:59.267778,15:56:59.269216,15:56:59.269216,15:56:59.283591,15:56:59.283613,15:56:59.296881,15:56:59.299850,15:56:59.681719,15:56:59.681754,15:56:59.687740,15:56:59.693322,15:56:59.699140,15:56:59.270469,15:56:59.270551,15:56:59.267267
4,rejected,15:57:00.781444,15:57:00.781444,15:57:00.781972,15:57:00.781972,15:57:00.783423,15:57:00.783423,15:57:00.785254,15:57:00.785254,15:57:00.795274,15:57:00.795301,15:57:00.812047,15:57:00.815616,15:57:01.202391,15:57:01.202422,15:57:01.209591,15:57:01.214969,15:57:01.220319,15:57:00.785707,15:57:00.785831,15:57:00.782830
4,rejected,15:57:02.311673,15:57:02.311673,15:57:02.312015,15:57:02.312015,15:57:02.313142,15:57:02.313142,15:57:02.314518,15:57:02.314518,15:57:02.329856,15:57:02.329879,15:57:02.342915,15:57:02.345856,15:57:02.727045,15:57:02.727076,15:57:02.732939,15:57:02.738299,15:57:02.743694,15:57:02.316082,15:57:02.316169,15:57:02.312589
5,rejected,15:57:03.753670,15:57:03.753670,15:57:03.754011,15:57:03.754011,15:57:03.755167,15:57:03.755167,15:57:03.756591,15:57:03.756591,15:57:03.769959,15:57:03.769983,15:57:03.783243,15:57:03.786215,15:57:04.167723,15:57:04.167754,15:57:04.173678,15:57:04.178817,15:57:04.184139,15:57:03.758935,15:57:03.759022,15:57:03.754598
5,rejected,15:57:05.235930,15:57:05.235930,15:57:05.236285,15:57:05.236285,15:57:05.237445,15:57:05.237445,15:57:05.238910,15:57:05.238910,15:57:05.252209,15:57:05.252227,15:57:05.265184,15:57:05.268208,15:57:05.649906,15:57:05.649937,15:57:05.656098,15:57:05.661368,15:57:05.666910,15:57:05.241301,15:57:05.241387,15:57:05.236882
5,rejected,15:57:06.673740,15:57:06.673740,15:57:06.674118,15:57:06.674118,15:57:06.675290,15:57:06.675290,15:57:06.676627,15:57:06.676627,15:57:06.690290,15:57:06.690311,15:57:06.704051,15:57:06.707348,15:57:07.088415,15:57:07.088447,15:57:07.094589,15:57:07.100071,15:57:07.105341,15:57:06.679266,15:57:06.679353,15:57:06.674739
5,rejected,15:57:08.126107,15:57:08.126107,15:57:08.126452,15:57:08.126452,15:57:08.127504,15:57:08.127504,15:57:08.128819,15:57:08.128819,15:57:08.142802,15:57:08.142844,15:57:08.155955,15:57:08.159236,15:57:08.540541,15:57:08.540576,15:57:08.546651,15:57:08.551838,15:57:08.557331,15:57:08.131648,15:57:08.131751,15:57:08.127040
5,rejected,15:57:09.605165,15:57:09.605165,15:57:09.605528,15:57:09.605528,15:57:09.606630,15:57:09.606630,15:57:09.608070,15:57:09.608070,15:57:09.622436,15:57:09.622463,15:57:09.636027,15:57:09.639207,15:57:10.021599,15:57:10.021636,15:57:10.027567,15:57:10.033094,15:57:10.038802,15:57:09.610754,15:57:09.610865,15:57:09.606132
5,rejected,15:57:11.054139,15:57:11.054139,15:57:11.054541,15:57:11.054541,15:57:11.055723,15:57:11.055723,15:57:11.057084,15:57:11.057084,15:57:11.071515,15:57:11.071565,15:57:11.085667,15:57:11.088685,15:57:11.470625,15:57:11.470661,15:57:11.476810,15:57:11.482419,15:57:11.488063,15:57:11.059545,15:57:11.059635,15:57:11.055207
5,rejected,15:57:12.489707,15:57:12.489707,15:57:12.490044,15:57:12.490044,15:57:12.491183,15:57:12.491183,15:57:12.492687,15:57:12.492687,15:57:12.506153,15:57:12.506177,15:57:12.519532,15:57:12.522467,15:57:12.905011,15:57:12.905040,15:57:12.911678,15:57:12.917413,15:57:12.922922,15:57:12.495265,15:57:12.495351,15:57:12.490612
5,rejected,15:57:13.920858,15:57:13.920858,15:57:13.921234,15:57:13.921234,15:57:13.922326,15:57:13.922326,15:57:13.923727,15:57:13.923727,15:57:13.937413,15:57:13.937434,15:57:13.958231,15:57:13.961208,15:57:14.342145,15:57:14.342175,15:57:14.348033,15:57:14.353424,15:57:14.358570,15:57:13.926264,15:57:13.926351,15:57:13.921794
5,rejected,15:57:15.437320,15:57:15.437320,15:57:15.437694,15:57:15.437694,15:57:15.438876,15:57:15.438876,15:57:15.440212,15:57:15.440212,15:57:15.453557,15:57:15.453586,15:57:15.466620,15:57:15.469658,15:57:15.850659,15:57:15.850690,15:57:15.856546,15:57:15.861799,15:57:15.867035,15:57:15.442615,15:57:15.442715,15:57:15.438331
5,rejected,15:57:16.889889,15:57:16.889889,15:57:16.890252,15:57:16.890252,15:57:16.891486,15:57:16.891486,15:57:16.892942,15:57:16.892942,15:57:16.909499,15:57:16.909522,15:57:16.922845,15:57:16.925824,15:57:17.307673,15:57:17.307705,15:57:17.313513,15:57:17.318886,15:57:17.324247,15:57:16.895496,15:57:16.895584,15:57:16.890900
6,rejected,15:57:18.336377,15:57:18.336377,15:57:18.336734,15:57:18.336734,15:57:18.337851,15:57:18.337851,15:57:18.339334,15:57:18.339334,15:57:18.353643,15:57:18.353663,15:57:18.366720,15:57:18.369771,15:57:18.751583,15:57:18.751615,15:57:18.757495,15:57:18.762775,15:57:18.767924,15:57:18.342581,15:57:18.342667,15:57:18.337310
6,rejected,15:57:19.776684,15:57:19.776684,15:57:19.777045,15:57:19.777045,15:57:19.778136,15:57:19.778136,15:57:19.779563,15:57:19.779563,15:57:19.793210,15:57:19.793239,15:57:19.806610,15:57:19.809742,15:57:20.192704,15:57:20.192734,15:57:20.198748,15:57:20.204524,15:57:20.209863,15:57:19.783144,15:57:19.783233,15:57:19.777654
6,rejected,15:57:21.434444,15:57:21.434444,15:57:21.434801,15:57:21.434801,15:57:21.436014,15:57:21.436014,15:57:21.437608,15:57:21.437608,15:57:21.451553,15:57:21.451571,15:57:21.464564,15:57:21.467580,15:57:21.848648,15:57:21.848685,15:57:21.854679,15:57:21.859822,15:57:21.865221,15:57:21.440831,15:57:21.440966,15:57:21.435444
6,rejected,15:57:23.073721,15:57:23.073721,15:57:23.074115,15:57:23.074115,15:57:23.075318,15:57:23.075318,15:57:23.076879,15:57:23.076879,15:57:23.091121,15:57:23.091139,15:57:23.105906,15:57:23.109038,15:57:23.491688,15:57:23.491718,15:57:23.497662,15:57:23.503138,15:57:23.508333,15:57:23.079991,15:57:23.080080,15:57:23.074726
6,rejected,15:57:24.608807,15:57:24.608807,15:57:24.609196,15:57:24.609196,15:57:24.610350,15:57:24.610350,15:57:24.611840,15:57:24.611840,15:57:24.625314,15:57:24.625346,15:57:24.638753,15:57:24.641741,15:57:25.022816,15:57:25.022865,15:57:25.029125,15:57:25.034586,15:57:25.040314,15:57:24.615390,15:57:24.615481,15:57:24.609811
6,rejected,15:57:26.048119,15:57:26.048119,15:57:26.048423,15:57:26.048423,15:57:26.049468,15:57:26.049468,15:57:26.050766,15:57:26.050766,15:57:26.064365,15:57:26.064387,15:57:26.078239,15:57:26.081513,15:57:26.463345,15:57:26.463378,15:57:26.469313,15:57:26.475071,15:57:26.480741,15:57:26.054640,15:57:26.054724,15:57:26.048999
6,rejected,15:57:27.496287,15:57:27.496287,15:57:27.496716,15:57:27.496716,15:57:27.498124,15:57:27.498124,15:57:27.499587,15:57:27.499587,15:57:27.513969,15:57:27.513991,15:57:27.527448,15:57:27.530558,15:57:27.913749,15:57:27.913779,15:57:27.919543,15:57:27.924984,15:57:27.930146,15:57:27.502962,15:57:27.503056,15:57:27.497280
6,rejected,15:57:29.007820,15:57:29.007820,15:57:29.008207,15:57:29.008207,15:57:29.009555,15:57:29.009555,15:57:29.011008,15:57:29.011008,15:57:29.024649,15:57:29.024671,15:57:29.037898,15:57:29.040964,15:57:29.422651,15:57:29.422683,15:57:29.428674,15:57:29.433795,15:57:29.439059,15:57:29.013996,15:57:29.014080,15:57:29.008958
6,rejected,15:57:30.449172,15:57:30.449172,15:57:30.449573,15:57:30.449573,15:57:30.450645,15:57:30.450645,15:57:30.452167,15:57:30.452167,15:57:30.466514,15:57:30.466537,15:57:30.479250,15:57:30.482326,15:57:30.869110,15:57:30.869156,15:57:30.878460,15:57:30.885705,15:57:30.893900,15:57:30.455892,15:57:30.456018,15:57:30.450166
6,rejected,15:57:31.914022,15:57:31.914022,15:57:31.914333,15:57:31.914333,15:57:31.915381,15:57:31.915381,15:57:31.916906,15:57:31.916906,15:57:31.931358,15:57:31.931382,15:57:31.952196,15:57:31.955193,15:57:32.337256,15:57:32.337292,15:57:32.343162,15:57:32.348397,15:57:32.353882,15:57:31.920570,15:57:31.920657,15:57:31.914885
7,rejected,15:57:33.382632,15:57:33.382632,15:57:33.382998,15:57:33.382998,15:57:33.384057,15:57:33.384057,15:57:33.385501,15:57:33.385501,15:57:33.399688,15:57:33.399712,15:57:33.413230,15:57:33.416294,15:57:33.797312,15:57:33.797344,15:57:33.803216,15:57:33.808658,15:57:33.814175,15:57:33.390146,15:57:33.390232,15:57:33.383594
7,rejected,15:57:34.826359,15:57:34.826359,15:57:34.826741,15:57:34.826741,15:57:34.827810,15:57:34.827810,15:57:34.829203,15:57:34.829203,15:57:34.844011,15:57:34.844036,15:57:34.857188,15:57:34.860185,15:57:35.241990,15:57:35.242023,15:57:35.248173,15:57:35.253387,15:57:35.258719,15:57:34.833880,15:57:34.833977,15:57:34.827327
7,rejected,15:57:36.332612,15:57:36.332612,15:57:36.332964,15:57:36.332964,15:57:36.334186,15:57:36.334186,15:57:36.335570,15:57:36.335570,15:57:36.349313,15:57:36.349334,15:57:36.362428,15:57:36.365460,15:57:36.746511,15:57:36.746547,15:57:36.752595,15:57:36.757741,15:57:36.763092,15:57:36.339912,15:57:36.340004,15:57:36.333579
7,rejected,15:57:37.863344,15:57:37.863344,15:57:37.863679,15:57:37.863679,15:57:37.864783,15:57:37.864783,15:57:37.866271,15:57:37.866271,15:57:37.880285,15:57:37.880306,15:57:37.893490,15:57:37.896496,15:57:38.280937,15:57:38.280971,15:57:38.287234,15:57:38.292826,15:57:38.298133,15:57:37.871015,15:57:37.871107,15:57:37.864286
7,rejected,15:57:39.329337,15:57:39.329337,15:57:39.329709,15:57:39.329709,15:57:39.330839,15:57:39.330839,15:57:39.332548,15:57:39.332548,15:57:39.346749,15:57:39.346784,15:57:39.360482,15:57:39.363511,15:57:39.745527,15:57:39.745559,15:57:39.751817,15:57:39.757262,15:57:39.762620,15:57:39.336830,15:57:39.336928,15:57:39.330289
7,rejected,15:57:40.817113,15:57:40.817113,15:57:40.817759,15:57:40.817759,15:57:40.819462,15:57:40.819462,15:57:40.821254,15:57:40.821254,15:57:40.836584,15:57:40.836632,15:57:40.854589,15:57:40.858734,15:57:41.247916,15:57:41.247949,15:57:41.254086,15:57:41.259592,15:57:41.265118,15:57:40.824581,15:57:40.824708,15:57:40.818692
7,rejected,15:57:42.275031,15:57:42.275031,15:57:42.275376,15:57:42.275376,15:57:42.276791,15:57:42.276791,15:57:42.278286,15:57:42.278286,15:57:42.291693,15:57:42.291714,15:57:42.305244,15:57:42.308260,15:57:42.691639,15:57:42.691669,15:57:42.697517,15:57:42.703108,15:57:42.708352,15:57:42.282436,15:57:42.282525,15:57:42.276065
7,rejected,15:57:43.719576,15:57:43.719576,15:57:43.719951,15:57:43.719951,15:57:43.721013,15:57:43.721013,15:57:43.722410,15:57:43.722410,15:57:43.736192,15:57:43.736218,15:57:43.749048,15:57:43.752306,15:57:44.134170,15:57:44.134203,15:57:44.140349,15:57:44.145656,15:57:44.150844,15:57:43.726821,15:57:43.726907,15:57:43.720526
7,rejected,15:57:45.201470,15:57:45.201470,15:57:45.202027,15:57:45.202027,15:57:45.203670,15:57:45.203670,15:57:45.205431,15:57:45.205431,15:57:45.220197,15:57:45.220230,15:57:45.233538,15:57:45.236709,15:57:45.618426,15:57:45.618458,15:57:45.624560,15:57:45.629832,15:57:45.635406,15:57:45.209149,15:57:45.209279,15:57:45.202874
7,rejected,15:57:46.684643,15:57:46.684643,15:57:46.685034,15:57:46.685034,15:57:46.686175,15:57:46.686175,15:57:46.687671,15:57:46.687671,15:57:46.702052,15:57:46.702072,15:57:46.715179,15:57:46.718197,15:57:47.100411,15:57:47.100443,15:57:47.106471,15:57:47.111463,15:57:47.116934,15:57:46.691992,15:57:46.692081,15:57:46.685606
8,rejected,15:57:48.140478,15:57:48.140478,15:57:48.140837,15:57:48.140837,15:57:48.141959,15:57:48.141959,15:57:48.143297,15:57:48.143297,15:57:48.153505,15:57:48.153526,15:57:48.166863,15:57:48.169885,15:57:48.550954,15:57:48.550987,15:57:48.556789,15:57:48.562220,15:57:48.567578,15:57:48.148754,15:57:48.148840,15:57:48.141441
8,rejected,15:57:49.580765,15:57:49.580765,15:57:49.581171,15:57:49.581171,15:57:49.582244,15:57:49.582244,15:57:49.583632,15:57:49.583632,15:57:49.592906,15:57:49.592927,15:57:49.614072,15:57:49.617092,15:57:49.998956,15:57:49.998988,15:57:50.005207,15:57:50.010445,15:57:50.015565,15:57:49.589329,15:57:49.589415,15:57:49.581767
8,rejected,15:57:51.037385,15:57:51.037385,15:57:51.037868,15:57:51.037868,15:57:51.039214,15:57:51.039214,15:57:51.040582,15:57:51.040582,15:57:51.050155,15:57:51.050184,15:57:51.065244,15:57:51.068589,15:57:51.450778,15:57:51.450810,15:57:51.456601,15:57:51.462037,15:57:51.467461,15:57:51.046118,15:57:51.046239,15:57:51.038698
